Namespace(L1Loss=False, batch_size=12, buildA_true=False, clip=5, conv_channels=16, data='./data/og_dataset.csv', device='cuda:0', dilation_exponential=2, dropout=0.3, end_channels=64, epochs=15, gcn_depth=2, gcn_true=True, horizon=3, in_dim=1, layers=5, log_interval=2000, lr=0.001, node_dim=40, normalize=0, num_nodes=1494, num_split=1, optim='adam', predefinedA_path='./data/og_recon_adj.csv', pretrained_model='./model-RE12.pt', propalpha=0.05, residual_channels=16, save='./model-RE3.pt', seq_in_len=168, seq_out_len=1, skip_channels=32, step_size=100, subgraph_size=20, tanhalpha=3, weight_decay=1e-05)
The recpetive field size is 187
Number of model parameters is 472323
Ranger21 optimizer ready with following settings:

Core optimizer = AdamW
Learning rate of 0.001

Important - num_epochs of training = ** 15 epochs **
please confirm this is correct or warmup and warmdown will be off

Warm-up: linear warmup, over 2000 iterations

Lookahead active, merging every 5 steps, with blend factor of 0.5
Stable weight decay of 1e-05
Gradient Centralization = On

Adaptive Gradient Clipping = True
	clipping value of 0.01
	steps for clipping = 0.001

Warm-down: Linear warmdown, starting at 72.0%, iteration 14061 of 19530
warm down will decay until 3e-05 lr
begin training
iter:  0 | loss: 4777.345
iter:100 | loss: 2185.666
iter:200 | loss: 5995.724
iter:300 | loss: 639.398
iter:400 | loss: 345.933
iter:500 | loss: 308.583
iter:600 | loss: 269.277
iter:700 | loss: 887.565
iter:800 | loss: 556.190
iter:900 | loss: 2348.339
iter:1000 | loss: 795.829
iter:1100 | loss: 2605.425
iter:1200 | loss: 1154.939
iter:1300 | loss: 570.848
| end of epoch   1 | time: 923.76s | train_loss 1257.3267 | valid rse 0.3958 | valid rae 0.4171 | valid corr  0.9652
iter:  0 | loss: 20325.590
iter:100 | loss: 250.683
iter:200 | loss: 518.412
iter:300 | loss: 114.704
iter:400 | loss: 34.351
iter:500 | loss: 40.564
iter:600 | loss: 327.380
iter:700 | loss: 192.036
iter:800 | loss: 224.557
iter:900 | loss: 865.965
iter:1000 | loss: 203.851
iter:1100 | loss: 40.013
iter:1200 | loss: 64.175
iter:1300 | loss: 114.124
| end of epoch   2 | time: 920.56s | train_loss 462.9065 | valid rse 0.5169 | valid rae 0.5472 | valid corr  0.9669
iter:  0 | loss: 25871.943
iter:100 | loss: 4053.307
iter:200 | loss: 48.162
iter:300 | loss: 47.833
iter:400 | loss: 59.665
