Namespace(L1Loss=False, batch_size=12, buildA_true=False, clip=5, conv_channels=16, data='./data/og_dataset.csv', device='cuda:0', dilation_exponential=2, dropout=0.3, end_channels=64, epochs=15, gcn_depth=2, gcn_true=True, horizon=12, in_dim=1, layers=5, log_interval=2000, lr=0.001, node_dim=40, normalize=0, num_nodes=1494, num_split=1, optim='adam', predefinedA_path='./data/og_recon_adj.csv', pretrained_model='./model-RE6.pt', propalpha=0.05, residual_channels=16, save='./model-RE12.pt', seq_in_len=168, seq_out_len=1, skip_channels=32, step_size=100, subgraph_size=20, tanhalpha=3, weight_decay=1e-05)
The recpetive field size is 187
Number of model parameters is 472323
Ranger21 optimizer ready with following settings:

Core optimizer = AdamW
Learning rate of 0.001

Important - num_epochs of training = ** 15 epochs **
please confirm this is correct or warmup and warmdown will be off

Warm-up: linear warmup, over 2000 iterations

Lookahead active, merging every 5 steps, with blend factor of 0.5
Stable weight decay of 1e-05
Gradient Centralization = On

Adaptive Gradient Clipping = True
	clipping value of 0.01
	steps for clipping = 0.001

Warm-down: Linear warmdown, starting at 72.0%, iteration 14050 of 19515
warm down will decay until 3e-05 lr
begin training
iter:  0 | loss: 16699.497
iter:100 | loss: 633.921
iter:200 | loss: 2008.812
iter:300 | loss: 1758.454
iter:400 | loss: 816.423
iter:500 | loss: 102.726
iter:600 | loss: 693.475
iter:700 | loss: 366.507
iter:800 | loss: 1209.604
iter:900 | loss: 1595.821
iter:1000 | loss: 2822.058
iter:1100 | loss: 5407.754
iter:1200 | loss: 134.477
iter:1300 | loss: 221.102
| end of epoch   1 | time: 924.18s | train_loss 1353.9846 | valid rse 0.1126 | valid rae 0.1000 | valid corr  0.9456
iter:  0 | loss: 9386.352
iter:100 | loss: 908.676
iter:200 | loss: 274.368
iter:300 | loss: 1379.076
iter:400 | loss: 453.530
iter:500 | loss: 97.360
iter:600 | loss: 802.118
iter:700 | loss: 257.797
iter:800 | loss: 2423.071
iter:900 | loss: 8258.498
iter:1000 | loss: 845.690
iter:1100 | loss: 122.022
iter:1200 | loss: 131.181
iter:1300 | loss: 135.521
| end of epoch   2 | time: 923.40s | train_loss 1238.2615 | valid rse 0.0856 | valid rae 0.0677 | valid corr  0.9479
iter:  0 | loss: 6971.908
iter:100 | loss: 998.996
iter:200 | loss: 121.074
iter:300 | loss: 549.162
iter:400 | loss: 440.070
iter:500 | loss: 53.428
iter:600 | loss: 527.882
iter:700 | loss: 392.788
iter:800 | loss: 1876.331
iter:900 | loss: 6089.424
iter:1000 | loss: 371.203
iter:1100 | loss: 343.999
iter:1200 | loss: 350.281
iter:1300 | loss: 158.355
| end of epoch   3 | time: 924.04s | train_loss 1061.0310 | valid rse 0.0764 | valid rae 0.0551 | valid corr  0.9484
iter:  0 | loss: 6318.962
iter:100 | loss: 986.158
iter:200 | loss: 100.322
iter:300 | loss: 820.948
iter:400 | loss: 829.611
iter:500 | loss: 60.844
iter:600 | loss: 488.092
iter:700 | loss: 370.570
iter:800 | loss: 1737.817
iter:900 | loss: 1159.860
iter:1000 | loss: 580.659
iter:1100 | loss: 222.159
iter:1200 | loss: 140.664
iter:1300 | loss: 149.485
| end of epoch   4 | time: 924.14s | train_loss 1727.4639 | valid rse 0.0868 | valid rae 0.0678 | valid corr  0.9467
iter:  0 | loss: 6630.028
iter:100 | loss: 742.228
iter:200 | loss: 359.440
iter:300 | loss: 147.438
iter:400 | loss: 197.221
iter:500 | loss: 66.681
iter:600 | loss: 673.573
iter:700 | loss: 364.801
iter:800 | loss: 748.401
iter:900 | loss: 1464.371
iter:1000 | loss: 407.337
iter:1100 | loss: 133.690
iter:1200 | loss: 85.460
iter:1300 | loss: 132.536
| end of epoch   5 | time: 923.91s | train_loss 451.6162 | valid rse 0.1417 | valid rae 0.1354 | valid corr  0.9473
test rse 0.1320 | test rae 0.1284 | test corr 0.9600
iter:  0 | loss: 7233.019
iter:100 | loss: 763.526
iter:200 | loss: 2024.353
iter:300 | loss: 9760.576
iter:400 | loss: 218.633
iter:500 | loss: 47.915
iter:600 | loss: 856.943
iter:700 | loss: 225.889
iter:800 | loss: 974.142
iter:900 | loss: 1993.461
iter:1000 | loss: 624.657
iter:1100 | loss: 105.119
iter:1200 | loss: 349.830
iter:1300 | loss: 455.197
| end of epoch   6 | time: 922.79s | train_loss 1214.5337 | valid rse 0.0751 | valid rae 0.0535 | valid corr  0.9449
iter:  0 | loss: 4559.846
iter:100 | loss: 1049.177
iter:200 | loss: 341.705
iter:300 | loss: 956.732
iter:400 | loss: 568.392
iter:500 | loss: 2112.785
iter:600 | loss: 272.567
iter:700 | loss: 638.006
iter:800 | loss: 567.834
iter:900 | loss: 1404.204
iter:1000 | loss: 319.089
iter:1100 | loss: 795.642
iter:1200 | loss: 592.383
iter:1300 | loss: 398.269
| end of epoch   7 | time: 923.27s | train_loss 1207.8124 | valid rse 0.0864 | valid rae 0.0671 | valid corr  0.9441
iter:  0 | loss: 4623.929
iter:100 | loss: 630.314
